ID,Name,Price,"Quantity on Hand"
3711,"Rusty red End Table",$99.99,190
3712,"Copper Reclining Sofa","$1,119.99",30
3713,"Bright yellow Reclining Loveseat","$1,023.99",62
3714,"Blizzard blue Sleeper Sofa","$1,279.99",147
3715,"Green-cyan Dining Chair",$89.99,104
3716,"Light cyan Coffee Table",$222.95,108
3717,"Castleton green Plant Stand",$42.99,229
3718,"Tuscan brown Reclining Sofa","$1,119.99",91
3719,"Green-cyan Dresser",$599.99,132
3720,"Dodger blue Crib",$289,61
3721,"Ultramarine blue Coffee Table",$222.95,151
3722,"Mauvelous Loveseat",$669.99,25
3723,"Radical Red Chaise Lounge",$235.99,76
3724,"Raw sienna Bench",$114.99,41
3725,"Medium sea green Headboard",$222.99,237
3726,"Dark olive green Ottoman",$92.99,204
3727,"Manatee grey Stool",$54.99,210
3728,"Yellow Orange Coffee Table",$222.95,106
3729,"Ocean green Storage Bench",$194.99,51
3730,"Citrine Nightstand",$81.99,89
3731,"Outrageous Orange Futon",$419.99,183
3732,"Russet brown Dining Table",$800,217
3733,"Dartmouth green Plant Stand",$42.99,173
3734,"Cadmium yellow Coffee Table",$222.95,132
3735,"Bud green Bed",$389.99,200
3736,"Blush Plant Stand",$42.99,99
3737,"Persian rose Loveseat",$669.99,39
3738,"Medium sea green Sectional","$1,039.99",64
3739,"Dark lava Nightstand",$81.99,25
3740,"Copper Coffee Table",$222.95,226
3741,"Lavender Bench",$114.99,219
3742,"Azure Nightstand",$81.99,76
3743,"Old rose Reclining Loveseat","$1,023.99",114
3744,"Neon fuchsia Sectional","$1,039.99",216
3745,"Cornsilk Dresser",$599.99,216
3746,"Indian red Dining Table",$800,233
3747,"Illuminating emerald Storage Bench",$194.99,206
3748,"Baker-Miller pink Bed",$389.99,37
3749,"Marigold Daybed",$711.99,219
3750,"Cameo pink Bench",$114.99,142
3751,"Rose taupe Ottoman",$92.99,220
3752,"Dark orchid Bed",$389.99,219
3753,"Tuscan tan Ottoman",$92.99,47
3754,"Cerulean frost Ottoman",$92.99,210
3755,"French raspberry Crib",$289,196
3756,"Bluetiful Dining Table",$800,95
3757,"Mahogany Storage Bench",$194.99,126
3758,"Sacramento State green Sectional","$1,039.99",82
3759,"Chinese violet Dining Chair",$89.99,98
3760,"Cotton candy Headboard",$222.99,42
3761,"Spanish blue Storage Bench",$194.99,158
3762,"Kombu green Daybed",$711.99,226
3763,"Rosewood Dining Table",$800,56
3764,"Vanilla Nightstand",$81.99,54
3765,"Purple End Table",$99.99,38
3766,"Middle grey Dining Table",$800,30
3767,"Black coffee Futon",$419.99,80
3768,"Paris Green Plant Stand",$42.99,234
3769,"Blue bell Dresser",$599.99,139
3770,"Snow white Wardrobe",$719.99,239
3771,"Picotee blue Reclining Loveseat","$1,023.99",217
3772,"Wine dregs maroon Dresser",$599.99,50
3773,"Morning blue Ottoman",$92.99,54
3774,"Lavender gray Plant Stand",$42.99,169
3775,"Bitter lime Futon",$419.99,186
3776,"Sap green Reclining Loveseat","$1,023.99",167
3777,"Red-violet Reclining Sofa","$1,119.99",115
3778,"Yellow Sectional","$1,039.99",186
3779,"Picotee blue Reclining Sofa","$1,119.99",68
3780,"French raspberry Ottoman",$92.99,245
3781,"Dark salmon Dining Chair",$89.99,39
3782,"Light yellow Wardrobe",$719.99,217
3783,"Neon green Crib",$289,134
3784,"Black Nightstand",$81.99,246
3785,"KSU purple Plant Stand",$42.99,97
3786,"Rubine red Reclining Sofa","$1,119.99",168
3787,"Marigold Futon",$419.99,102
3788,"Medium blue Reclining Sofa","$1,119.99",102
3789,"Olive Dining Chair",$89.99,142
3790,"Han blue Plant Stand",$42.99,131
3791,"Mode beige Headboard",$222.99,200
3792,"Wisteria purple Sectional","$1,039.99",130
3793,"Viridian green Sofa",$1249.99,199
3794,"Falu red Ottoman",$92.99,35
3795,"Neon fuchsia Dining Chair",$89.99,132
3796,"Cinnamon Satin Daybed",$711.99,232
3797,"Wintergreen Dream Dresser",$599.99,244
3798,"Minion yellow Daybed",$711.99,177
3799,"Spring green Chaise Lounge",$235.99,158
3800,"Mantis green Storage Bench",$194.99,88
3801,"Cyan Nightstand",$81.99,84
3802,"Maize Stool",$54.99,77
3803,"Burnished brown Dining Chair",$89.99,97
3804,"Olive green Stool",$54.99,159
3805,"Rose pink Dining Chair",$89.99,93
3806,"Chili red Dining Chair",$89.99,158
3807,"Purple pizzazz Wardrobe",$719.99,201
3808,"French raspberry Crib",$289,204
3809,"Languid lavender Reclining Loveseat","$1,023.99",110
3810,"Non-photo blue Dining Chair",$89.99,142
3811,"Vanilla Daybed",$711.99,142
3812,"Dark spring green Wardrobe",$719.99,208
3813,"Tea rose Sectional","$1,039.99",61
3814,"Olive Drab Dining Table",$800,107
3815,"Rufous Crib",$289,84
3816,"Manatee grey Bed",$389.99,143
3817,"Amaranth red Storage Bench",$194.99,100
3818,"Sizzling Red Daybed",$711.99,230
3819,"Dark spring green Loveseat",$669.99,34
3820,"Eggplant Dining Chair",$89.99,208
3821,"Lavender Storage Bench",$194.99,187
3822,"Paris Green Crib",$289,57
3823,"Persian indigo Reclining Loveseat","$1,023.99",148
3824,"Middle yellow Storage Bench",$194.99,179
3825,"Teal blue Coffee Table",$222.95,218
3826,"Chartreuse Bed",$389.99,186
3827,"Blizzard blue Dining Table",$800,188
3828,"Light cyan Crib",$289,104
3829,"Deep champagne Nightstand",$81.99,121
3830,"Vivid sky blue Headboard",$222.99,226
3831,"Celadon green Reclining Sofa","$1,119.99",120
3832,"Kombu green Futon",$419.99,185
3833,"Dark sienna Sofa",$1249.99,243
3834,"Brown sugar Futon",$419.99,201
3835,"Pear Ottoman",$92.99,170
3836,"UP maroon End Table",$99.99,147
3837,"Persian green Dresser",$599.99,91
3838,"Middle green Storage Bench",$194.99,174
3839,"Duke blue Sofa",$1249.99,197
3840,"Smoky black Dining Chair",$89.99,116
3841,"Slimy green Nightstand",$81.99,166
3842,"Carnation pink Storage Bench",$194.99,125
3843,"Turquoise green Headboard",$222.99,244
3844,"Green Dining Chair",$89.99,57
3845,"Café au lait Bed",$389.99,222
3846,"Canary yellow Sofa",$1249.99,75
3847,"Fire opal Crib",$289,65
3848,"Lemon Headboard",$222.99,58
3849,"Green Sheen Dining Chair",$89.99,237
3850,"Razzmatazz Sofa",$1249.99,120
3851,"Dark moss green Storage Bench",$194.99,219
3852,"Amethyst Daybed",$711.99,76
3853,"Super pink Ottoman",$92.99,50
3854,"Japanese carmine Dresser",$599.99,114
3855,"Mint cream Stool",$54.99,112
3856,"Tart Orange Sofa",$1249.99,130
3857,"Spring green Coffee Table",$222.95,52
3858,"Metallic Sunburst Loveseat",$669.99,127
3859,"Blue-gray Reclining Loveseat","$1,023.99",30
3860,"Hollywood cerise Sofa",$1249.99,172
3861,"Dark slate blue Sectional","$1,039.99",127
3862,"Yellow-green Bench",$114.99,189
3863,"Mint Plant Stand",$42.99,153
3864,"Pale purple Sleeper Sofa","$1,279.99",210
3865,"Spanish violet Coffee Table",$222.95,145
3866,"Yellow-green Stool",$54.99,161
3867,"Persian indigo Stool",$54.99,43
3868,"Laurel green Futon",$419.99,228
3869,"Electric lime Bed",$389.99,226
3870,"Mantis green Wardrobe",$719.99,42
3871,"Vermilion Stool",$54.99,226
3872,"Aqua Wardrobe",$719.99,93
3873,"Blizzard blue Reclining Sofa","$1,119.99",141
3874,"Prussian blue Dresser",$599.99,230
3875,"Rich black Chaise Lounge",$235.99,212
3876,"Black coral Plant Stand",$42.99,207
3877,"Red-orange Dining Chair",$89.99,136
3878,"Tufts blue Ottoman",$92.99,41
3879,"Medium champagne Reclining Sofa","$1,119.99",116
3880,"Burgundy Reclining Sofa","$1,119.99",109
3881,"Davy's grey Nightstand",$81.99,235
3882,"Pine tree Sleeper Sofa","$1,279.99",232
3883,"Princeton orange End Table",$99.99,142
3884,"Hot pink Futon",$419.99,157
3885,"Cerulean blue Wardrobe",$719.99,238
3886,"Safety yellow Dresser",$599.99,102
3887,"Violet-red End Table",$99.99,91
3888,"Dark cyan Nightstand",$81.99,216
3889,"Indian yellow Sleeper Sofa","$1,279.99",107
3890,"Pictorial carmine Daybed",$711.99,222
3891,"Egyptian blue Reclining Sofa","$1,119.99",52
3892,"Raspberry Loveseat",$669.99,169
3893,"Japanese carmine Reclining Loveseat","$1,023.99",53
3894,"Deep jungle green Loveseat",$669.99,208
3895,"Neon fuchsia Crib",$289,201
3896,"Magic mint Bed",$389.99,89
3897,"Mint Chaise Lounge",$235.99,201
3898,"Plum End Table",$99.99,231
3899,"Nadeshiko pink Bench",$114.99,86
3900,"Metallic Seaweed Bench",$114.99,145
3901,"Yellow Orange Bench",$114.99,155
3902,"Rocket metallic Bed",$389.99,250
3903,"Russian green Storage Bench",$194.99,191
3904,"Bronze Reclining Loveseat","$1,023.99",112
3905,"Upsdell red Loveseat",$669.99,200
3906,"Bitter lime Reclining Sofa","$1,119.99",30
3907,"Polished Pine Reclining Sofa","$1,119.99",214
3908,"Duke blue Plant Stand",$42.99,90
3909,"Mystic maroon Storage Bench",$194.99,172
3910,"Dark pastel green Dresser",$599.99,206
3911,"Metallic gold Coffee Table",$222.95,126
3912,"Goldenrod Coffee Table",$222.95,129
3913,"Sandy brown Plant Stand",$42.99,164
3914,"Raspberry Crib",$289,169
3915,"Paolo Veronese green Bench",$114.99,221
3916,"Desert sand Reclining Sofa","$1,119.99",25
3917,"Maximum yellow red End Table",$99.99,156
3918,"Process yellow Dining Chair",$89.99,108
3919,"Spanish blue Reclining Sofa","$1,119.99",215
3920,"Copper penny Futon",$419.99,135
3921,"Eggshell Sectional","$1,039.99",187
3922,"Fuchsia Sofa",$1249.99,79
3923,"Opera mauve Futon",$419.99,179
3924,"Light coral Crib",$289,208
3925,"Red Salsa Coffee Table",$222.95,189
3926,"Brandy Plant Stand",$42.99,35
3927,"Golden yellow Sleeper Sofa","$1,279.99",70
3928,"UA blue Stool",$54.99,78
3929,"Cyber grape Ottoman",$92.99,65
3930,"Bright navy blue Nightstand",$81.99,189
3931,"Bright yellow Sleeper Sofa","$1,279.99",64
3932,"Dark slate gray Plant Stand",$42.99,43
3933,"Lava Plant Stand",$42.99,156
3934,"Cornflower blue Dresser",$599.99,51
3935,"Rosy brown Daybed",$711.99,52
3936,"Medium slate blue Futon",$419.99,125
3937,"Spanish violet Stool",$54.99,77
3938,"Electric indigo Loveseat",$669.99,244
3939,"Baker-Miller pink Plant Stand",$42.99,29
3940,"Shadow grey Stool",$54.99,195
3941,"Persian orange Nightstand",$81.99,37
3942,"Orange-red Storage Bench",$194.99,48
3943,"Electric violet Crib",$289,230
3944,"Spanish gray Storage Bench",$194.99,199
3945,"Lemon chiffon End Table",$99.99,32
3946,"Maximum green Dresser",$599.99,213
3947,"Bright navy blue Coffee Table",$222.95,70
3948,"Middle grey Futon",$419.99,165
3949,"Spanish green Reclining Sofa","$1,119.99",141
3950,"Carolina blue Dresser",$599.99,220
3951,"KSU purple Reclining Sofa","$1,119.99",66
3952,"Quinacridone magenta Nightstand",$81.99,155
3953,"Terra cotta Reclining Sofa","$1,119.99",56
3954,"Old rose Sleeper Sofa","$1,279.99",25
3955,"Polished Pine Reclining Sofa","$1,119.99",93
3956,"Android green Futon",$419.99,34
3957,"Metallic Sunburst Sectional","$1,039.99",170
3958,"Violet-red Dining Table",$800,51
3959,"Steel pink Reclining Sofa","$1,119.99",90
3960,"Pullman Brown Bench",$114.99,245
3961,"French rose Sleeper Sofa","$1,279.99",190
3962,"Redwood Sofa",$1249.99,75
3963,"Purple Plum Sleeper Sofa","$1,279.99",170
3964,"International Klein Blue Crib",$289,185
3965,"Lavender gray Headboard",$222.99,111
3966,"White Headboard",$222.99,123
3967,"Myrtle Headboard",$222.99,116
3968,"Charcoal Sofa",$1249.99,147
3969,"Lavender gray Ottoman",$92.99,209
3970,"Brick red Headboard",$222.99,215
3971,"Wine red Coffee Table",$222.95,38
3972,"Bronze Daybed",$711.99,250
3973,"OU Crimson red Reclining Sofa","$1,119.99",42
3974,"Lincoln green Daybed",$711.99,89
3975,"Cedar Chest Sofa",$1249.99,209
3976,"Thulian pink Ottoman",$92.99,84
3977,"Deep Space Sparkle Reclining Loveseat","$1,023.99",91
3978,"Antique brass Daybed",$711.99,202
3979,"Sweet Brown Dining Chair",$89.99,29
3980,"Tangerine Sectional","$1,039.99",174
3981,"Seal brown Headboard",$222.99,170
3982,"Maya blue Coffee Table",$222.95,169
3983,"Corn Chaise Lounge",$235.99,179
3984,"Kombu green Sofa",$1249.99,93
3985,"Warm black Sofa",$1249.99,105
